CountryName,RegionName,Date,PredictedDailyNewCases,PredictedDailyNewRatios
United Arab Emirates,,2021-04-22,1525,1.3724422454833984
United Arab Emirates,,2021-04-23,1398,1.3646224737167358
United Arab Emirates,,2021-04-24,1483,1.3575094938278198
United Arab Emirates,,2021-04-25,1440,1.3518121242523191
United Arab Emirates,,2021-04-26,0,1.3473972082138062
United Arab Emirates,,2021-04-27,1129,1.3410135507583618
United Arab Emirates,,2021-04-28,904,1.3342809677124023
United Arab Emirates,,2021-04-29,988,1.328568935394287
United Arab Emirates,,2021-04-30,867,1.3226202726364136
United Arab Emirates,,2021-05-01,961,1.3165234327316284
United Arab Emirates,,2021-05-02,929,1.309931755065918
United Arab Emirates,,2021-05-03,0,1.3032526969909668
Argentina,,2021-04-19,13309,1.0696544647216797
Argentina,,2021-04-20,26590,1.0683190822601318
Argentina,,2021-04-21,24025,1.0675128698349
Argentina,,2021-04-22,21885,1.0574193000793457
Argentina,,2021-04-23,24808,1.0475455522537231
Argentina,,2021-04-24,13440,1.0398322343826294
Argentina,,2021-04-25,9652,1.0339256525039673
Argentina,,2021-04-26,6226,1.0303348302841189
Argentina,,2021-04-27,18960,1.0251928567886353
Argentina,,2021-04-28,16147,1.0209650993347168
Argentina,,2021-04-29,14001,1.0179091691970823
Argentina,,2021-04-30,17162,1.0152981281280518
Argentina,,2021-05-01,6155,1.0130469799041748
Argentina,,2021-05-02,2672,1.0108788013458252
Argentina,,2021-05-03,0,1.0090267658233645
Australia,,2021-04-19,0,1.0060678720474243
Australia,,2021-04-20,20,1.0099276304244995
Australia,,2021-04-21,17,1.0109237432479858
Australia,,2021-04-22,13,1.007890701293945
Australia,,2021-04-23,13,1.004191517829895
Australia,,2021-04-24,17,1.0008610486984253
Australia,,2021-04-25,11,0.9995538592338562
Australia,,2021-04-26,0,0.9982286095619202
Australia,,2021-04-27,17,0.9966014623641968
Australia,,2021-04-28,14,0.9951919317245485
Australia,,2021-04-29,9,0.9941012263298036
Australia,,2021-04-30,9,0.9933064579963684
Australia,,2021-05-01,13,0.992591679096222
Australia,,2021-05-02,7,0.9920045733451844
Australia,,2021-05-03,0,0.9914292097091676
Austria,,2021-04-19,0,1.0641932487487793
Austria,,2021-04-20,1231,1.0639793872833252
Austria,,2021-04-21,1466,1.0627976655960083
Austria,,2021-04-22,2070,1.0526994466781616
Austria,,2021-04-23,1624,1.0436278581619265
Austria,,2021-04-24,1236,1.0361636877059937
Austria,,2021-04-25,1311,1.0305418968200684
Austria,,2021-04-26,0,1.0270650386810305
Austria,,2021-04-27,224,1.0224217176437378
Austria,,2021-04-28,556,1.0184903144836426
Austria,,2021-04-29,1082,1.0156021118164062
Austria,,2021-04-30,763,1.0132182836532593
Austria,,2021-05-01,477,1.0111085176467896
Austria,,2021-05-02,656,1.009166240692139
Austria,,2021-05-03,0,1.007427215576172
Azerbaijan,,2021-04-19,0,1.0312494039535522
Azerbaijan,,2021-04-20,2229,1.0286792516708374
Azerbaijan,,2021-04-21,1969,1.0265533924102783
Azerbaijan,,2021-04-22,1912,1.0221487283706665
Azerbaijan,,2021-04-23,1693,1.0182358026504517
Azerbaijan,,2021-04-24,1638,1.0147218704223633
Azerbaijan,,2021-04-25,1626,1.012271523475647
Azerbaijan,,2021-04-26,0,1.0104663372039795
Azerbaijan,,2021-04-27,1651,1.0083297491073608
Azerbaijan,,2021-04-28,1384,1.0063755512237549
Azerbaijan,,2021-04-29,1329,1.0047889947891235
Azerbaijan,,2021-04-30,1117,1.0032424926757812
Azerbaijan,,2021-05-01,1080,1.0018917322158811
Azerbaijan,,2021-05-02,1092,1.00050950050354
Azerbaijan,,2021-05-03,0,0.999244213104248
Burundi,,2021-04-19,96,1.0255260467529297
Burundi,,2021-04-20,116,1.0192148685455322
Burundi,,2021-04-21,78,1.0181978940963743
Burundi,,2021-04-22,96,1.0129477977752686
Burundi,,2021-04-23,57,1.0098342895507812
Burundi,,2021-04-24,3,1.0077563524246216
Burundi,,2021-04-25,2,1.00475013256073
Burundi,,2021-04-26,97,1.0035700798034668
Burundi,,2021-04-27,116,1.0019714832305908
Burundi,,2021-04-28,78,1.0005161762237549
Burundi,,2021-04-29,95,0.9995224475860596
Burundi,,2021-04-30,56,0.998501479625702
Burundi,,2021-05-01,1,0.9974539279937744
Burundi,,2021-05-02,0,0.9965652227401732
Burundi,,2021-05-03,95,0.9956238865852356
Belgium,,2021-04-19,0,1.0555857419967651
Belgium,,2021-04-20,2060,1.055299997329712
Belgium,,2021-04-21,3312,1.0549283027648926
Belgium,,2021-04-22,2369,1.0460751056671145
Belgium,,2021-04-23,2199,1.037636637687683
Belgium,,2021-04-24,2130,1.0307388305664062
Belgium,,2021-04-25,1400,1.0256459712982178
Belgium,,2021-04-26,0,1.0227596759796145
Belgium,,2021-04-27,432,1.0187289714813232
Belgium,,2021-04-28,1779,1.0150874853134155
Belgium,,2021-04-29,959,1.0126373767852783
Belgium,,2021-04-30,933,1.0104093551635742
Belgium,,2021-05-01,1029,1.0086761713027954
Belgium,,2021-05-02,426,1.0069351196289062
Belgium,,2021-05-03,0,1.0054112672805786
Benin,,2021-04-19,0,0.9838529229164124
Benin,,2021-04-20,0,0.98005211353302
Benin,,2021-04-21,93,0.9764244556427002
Benin,,2021-04-22,0,0.9765549302101136
Benin,,2021-04-23,0,0.975698709487915
Benin,,2021-04-24,0,0.976475715637207
Benin,,2021-04-25,0,0.9756470322608948
Benin,,2021-04-26,0,0.9768226146697998
Benin,,2021-04-27,0,0.9771376848220824
Benin,,2021-04-28,91,0.9782132506370544
Benin,,2021-04-29,0,0.9781711101531982
Benin,,2021-04-30,0,0.9792011380195618
Benin,,2021-05-01,0,0.9789880514144896
Benin,,2021-05-02,0,0.9790586233139038
Benin,,2021-05-03,0,0.9787827134132384
Burkina Faso,,2021-04-19,21,0.993320107460022
Burkina Faso,,2021-04-20,0,0.9948273301124572
Burkina Faso,,2021-04-21,60,0.9946537017822266
Burkina Faso,,2021-04-22,13,0.9941278100013732
Burkina Faso,,2021-04-23,17,0.99180269241333
Burkina Faso,,2021-04-24,29,0.9902390241622924
Burkina Faso,,2021-04-25,13,0.9895350933074952
Burkina Faso,,2021-04-26,19,0.9891442656517028
Burkina Faso,,2021-04-27,0,0.9885675311088562
Burkina Faso,,2021-04-28,58,0.9881240725517272
Burkina Faso,,2021-04-29,11,0.9876865148544312
Burkina Faso,,2021-04-30,15,0.9875114560127258
Burkina Faso,,2021-05-01,27,0.9872412085533142
Burkina Faso,,2021-05-02,11,0.9867940545082092
Burkina Faso,,2021-05-03,17,0.9865410327911376
Bangladesh,,2021-04-19,5407,1.015213966369629
Bangladesh,,2021-04-20,5823,1.011283040046692
Bangladesh,,2021-04-21,4862,1.0075017213821411
Bangladesh,,2021-04-22,3832,1.0063117742538452
Bangladesh,,2021-04-23,4026,1.0049927234649658
Bangladesh,,2021-04-24,3054,1.0039420127868652
Bangladesh,,2021-04-25,3229,1.0028314590454102
Bangladesh,,2021-04-26,4888,1.0010687112808228
Bangladesh,,2021-04-27,5305,0.9999194741249084
Bangladesh,,2021-04-28,4300,0.998821258544922
Bangladesh,,2021-04-29,3250,0.9975865483283995
Bangladesh,,2021-04-30,3411,0.9964334964752196
Bangladesh,,2021-05-01,2417,0.9952219128608704
Bangladesh,,2021-05-02,2579,0.9941174983978271
Bangladesh,,2021-05-03,4191,0.9930305480957032
Bulgaria,,2021-04-19,0,1.0061386823654177
Bulgaria,,2021-04-20,2481,1.0044209957122805
Bulgaria,,2021-04-21,2041,1.0031975507736206
Bulgaria,,2021-04-22,1702,1.0016298294067385
Bulgaria,,2021-04-23,1647,0.9999650716781616
Bulgaria,,2021-04-24,605,0.9985399842262268
Bulgaria,,2021-04-25,0,0.997129201889038
Bulgaria,,2021-04-26,0,0.9962539672851562
Bulgaria,,2021-04-27,2003,0.9951063990592957
Bulgaria,,2021-04-28,1573,0.9942438006401062
Bulgaria,,2021-04-29,1246,0.9932677745819092
Bulgaria,,2021-04-30,1212,0.9924688339233398
Bulgaria,,2021-05-01,191,0.9916467666625975
Bulgaria,,2021-05-02,0,0.9908745288848876
Bulgaria,,2021-05-03,0,0.9901154041290284
Bahrain,,2021-04-19,52,1.4114017486572266
Bahrain,,2021-04-20,1004,1.4081767797470093
Bahrain,,2021-04-21,1082,1.4053003787994385
Bahrain,,2021-04-22,807,1.398194670677185
Bahrain,,2021-04-23,935,1.3915060758590698
Bahrain,,2021-04-24,749,1.3856730461120603
Bahrain,,2021-04-25,680,1.3799391984939575
Bahrain,,2021-04-26,0,1.3755234479904177
Bahrain,,2021-04-27,621,1.3698186874389648
Bahrain,,2021-04-28,678,1.3637596368789673
Bahrain,,2021-04-29,389,1.3583334684371948
Bahrain,,2021-04-30,515,1.35273277759552
Bahrain,,2021-05-01,330,1.3468990325927734
Bahrain,,2021-05-02,273,1.340759515762329
Bahrain,,2021-05-03,0,1.3344577550888062
Bahamas,,2021-04-19,80,1.0050543546676636
Bahamas,,2021-04-20,42,1.005197286605835
Bahamas,,2021-04-21,0,1.0050151348114014
Bahamas,,2021-04-22,0,1.004220724105835
Bahamas,,2021-04-23,125,1.0005311965942385
Bahamas,,2021-04-24,0,0.9988225102424622
Bahamas,,2021-04-25,0,0.9975192546844482
Bahamas,,2021-04-26,73,0.9967539310455322
Bahamas,,2021-04-27,35,0.9957996606826782
Bahamas,,2021-04-28,0,0.9947856664657592
Bahamas,,2021-04-29,0,0.9939504861831664
Bahamas,,2021-04-30,118,0.9930067658424376
Bahamas,,2021-05-01,0,0.9923107624053956
Bahamas,,2021-05-02,0,0.9912350177764891
Bahamas,,2021-05-03,63,0.9905394911766052
Bosnia and Herzegovina,,2021-04-19,416,0.9827894568443298
Bosnia and Herzegovina,,2021-04-20,0,0.981464684009552
Bosnia and Herzegovina,,2021-04-21,1592,0.9811392426490784
Bosnia and Herzegovina,,2021-04-22,1262,0.9809463620185852
Bosnia and Herzegovina,,2021-04-23,1199,0.9809969067573548
Bosnia and Herzegovina,,2021-04-24,0,0.980975866317749
Bosnia and Herzegovina,,2021-04-25,0,0.9808347821235656
Bosnia and Herzegovina,,2021-04-26,334,0.9802599549293518
Bosnia and Herzegovina,,2021-04-27,0,0.9800907969474792
Bosnia and Herzegovina,,2021-04-28,1487,0.979884684085846
Bosnia and Herzegovina,,2021-04-29,1156,0.979752480983734
Bosnia and Herzegovina,,2021-04-30,1095,0.9795557856559752
Bosnia and Herzegovina,,2021-05-01,0,0.9794182777404784
Bosnia and Herzegovina,,2021-05-02,0,0.9793596863746644
Bosnia and Herzegovina,,2021-05-03,232,0.9793590307235718
Belarus,,2021-04-19,0,0.9930933117866516
Belarus,,2021-04-20,703,0.9923897385597228
Belarus,,2021-04-21,1110,0.9916714429855348
Belarus,,2021-04-22,1133,0.9907059669494628
Belarus,,2021-04-23,1422,0.9899278283119202
Belarus,,2021-04-24,1286,0.9891875386238098
Belarus,,2021-04-25,1199,0.9885581135749816
Belarus,,2021-04-26,0,0.988094687461853
Belarus,,2021-04-27,597,0.9875996112823486
Belarus,,2021-04-28,1003,0.987138569355011
Belarus,,2021-04-29,1025,0.986733853816986
Belarus,,2021-04-30,1313,0.9863190054893494
Belarus,,2021-05-01,1176,0.9859580397605896
Belarus,,2021-05-02,1095,0.985573709011078
Belarus,,2021-05-03,0,0.9852160215377808
Belize,,2021-04-19,10,1.021294355392456
Belize,,2021-04-20,9,1.025481104850769
Belize,,2021-04-21,8,1.025840401649475
Belize,,2021-04-22,5,1.0202983617782593
Belize,,2021-04-23,7,1.0156341791152954
Belize,,2021-04-24,0,1.0116944313049316
Belize,,2021-04-25,0,1.0104403495788574
Belize,,2021-04-26,8,1.0083831548690796
Belize,,2021-04-27,7,1.006586670875549
Belize,,2021-04-28,6,1.0040079355239868
Belize,,2021-04-29,3,1.0029911994934082
Belize,,2021-04-30,5,1.0013729333877563
Belize,,2021-05-01,0,1.0004825592041016
Belize,,2021-05-02,0,0.9989174604415894
Belize,,2021-05-03,6,0.9979771971702576
Bermuda,,2021-04-19,114,1.4728100299835205
Bermuda,,2021-04-20,33,1.4636932611465454
Bermuda,,2021-04-21,24,1.456441044807434
Bermuda,,2021-04-22,90,1.4514317512512207
Bermuda,,2021-04-23,27,1.4449952840805054
Bermuda,,2021-04-24,49,1.439560055732727
Bermuda,,2021-04-25,0,1.4336774349212646
Bermuda,,2021-04-26,94,1.4275182485580444
Bermuda,,2021-04-27,13,1.4219669103622437
Bermuda,,2021-04-28,4,1.4161795377731323
Bermuda,,2021-04-29,70,1.4098681211471558
Bermuda,,2021-04-30,8,1.4041054248809814
Bermuda,,2021-05-01,30,1.3981142044067385
Bermuda,,2021-05-02,0,1.3921774625778198
Bermuda,,2021-05-03,61,1.3864794969558716
Bolivia,,2021-04-19,620,1.0084774494171145
Bolivia,,2021-04-20,1063,1.0071444511413574
Bolivia,,2021-04-21,1063,1.0069326162338257
Bolivia,,2021-04-22,757,1.004693627357483
Bolivia,,2021-04-23,1164,1.0023843050003052
Bolivia,,2021-04-24,0,1.0008057355880735
Bolivia,,2021-04-25,1599,0.9992640614509584
Bolivia,,2021-04-26,504,0.9983702301979064
Bolivia,,2021-04-27,937,0.9973877668380736
Bolivia,,2021-04-28,927,0.9962403774261476
Bolivia,,2021-04-29,614,0.9954342842102052
Bolivia,,2021-04-30,1016,0.9944624900817872
Bolivia,,2021-05-01,0,0.9937649369239808
Bolivia,,2021-05-02,1440,0.9927756786346436
Bolivia,,2021-05-03,342,0.9920830130577089
Brazil,,2021-04-19,0,1.0333740711212158
Brazil,,2021-04-20,66962,1.0348849296569824
Brazil,,2021-04-21,58372,1.0349560976028442
Brazil,,2021-04-22,52750,1.0285030603408811
Brazil,,2021-04-23,64187,1.0224281549453735
Brazil,,2021-04-24,47508,1.0175174474716189
Brazil,,2021-04-25,17442,1.0145398378372192
Brazil,,2021-04-26,0,1.012625217437744
Brazil,,2021-04-27,44284,1.0098001956939695
Brazil,,2021-04-28,36203,1.007453441619873
Brazil,,2021-04-29,31597,1.0057100057601929
Brazil,,2021-04-30,43997,1.0042197704315186
Brazil,,2021-05-01,28600,1.002852439880371
Brazil,,2021-05-02,0,1.0015366077423096
Brazil,,2021-05-03,0,1.000292420387268
Barbados,,2021-04-19,0,1.0969830751419067
Barbados,,2021-04-20,2,1.1058754920959473
Barbados,,2021-04-21,1,1.1066749095916748
Barbados,,2021-04-22,5,1.0935150384902954
Barbados,,2021-04-23,8,1.0786263942718506
Barbados,,2021-04-24,4,1.0676038265228271
Barbados,,2021-04-25,4,1.0592663288116455
Barbados,,2021-04-26,0,1.055114984512329
Barbados,,2021-04-27,0,1.0466467142105105
Barbados,,2021-04-28,0,1.039156794548035
Barbados,,2021-04-29,2,1.0338189601898191
Barbados,,2021-04-30,5,1.0289084911346436
Barbados,,2021-05-01,1,1.025189757347107
Barbados,,2021-05-02,2,1.021350622177124
Barbados,,2021-05-03,0,1.0183123350143433
Brunei,,2021-04-19,0,0.9826117753982544
Brunei,,2021-04-20,0,0.9780126810073853
Brunei,,2021-04-21,0,0.9762508273124696
Brunei,,2021-04-22,1,0.9772038459777832
Brunei,,2021-04-23,0,0.978442370891571
Brunei,,2021-04-24,0,0.980279266834259
Brunei,,2021-04-25,0,0.980645477771759
Brunei,,2021-04-26,0,0.9799662232398988
Brunei,,2021-04-27,0,0.9798972010612488
Brunei,,2021-04-28,0,0.9799550771713256
Brunei,,2021-04-29,0,0.9793611168861388
Brunei,,2021-04-30,0,0.9792246222496032
Brunei,,2021-05-01,0,0.9784375429153442
Brunei,,2021-05-02,0,0.9778581261634828
Brunei,,2021-05-03,0,0.9770467281341552
Bhutan,,2021-04-19,0,1.6627246141433716
Bhutan,,2021-04-20,4,1.6584945917129517
Bhutan,,2021-04-21,0,1.6557188034057615
Bhutan,,2021-04-22,3,1.639007329940796
Bhutan,,2021-04-23,5,1.6207274198532104
Bhutan,,2021-04-24,9,1.6039963960647583
Bhutan,,2021-04-25,3,1.5953247547149658
Bhutan,,2021-04-26,0,1.5890849828720093
Bhutan,,2021-04-27,1,1.579514980316162
Bhutan,,2021-04-28,0,1.5691566467285156
Bhutan,,2021-04-29,0,1.5620923042297363
Bhutan,,2021-04-30,3,1.5549712181091309
Bhutan,,2021-05-01,7,1.547937273979187
Bhutan,,2021-05-02,1,1.540438175201416
Bhutan,,2021-05-03,0,1.5329893827438354
Botswana,,2021-04-19,319,0.9817559123039246
Botswana,,2021-04-20,0,0.9801514744758606
Botswana,,2021-04-21,0,0.9786688089370728
Botswana,,2021-04-22,609,0.9786306619644164
Botswana,,2021-04-23,0,0.9782784581184388
Botswana,,2021-04-24,0,0.9782551527023317
Botswana,,2021-04-25,0,0.9778236746788024
Botswana,,2021-04-26,295,0.9774233102798462
Botswana,,2021-04-27,0,0.9777715802192688
Botswana,,2021-04-28,0,0.9779513478279114
Botswana,,2021-04-29,584,0.9783970713615416
Botswana,,2021-04-30,0,0.9785044193267822
Botswana,,2021-05-01,0,0.9786966443061828
Botswana,,2021-05-02,0,0.9786821007728576
Botswana,,2021-05-03,270,0.978730857372284
Central African Republic,,2021-04-19,136,1.0377992391586304
Central African Republic,,2021-04-20,202,1.0232290029525757
Central African Republic,,2021-04-21,10,1.0216244459152222
Central African Republic,,2021-04-22,9,1.0187747478485107
Central African Republic,,2021-04-23,54,1.0155541896820068
Central African Republic,,2021-04-24,7,1.0139551162719729
Central African Republic,,2021-04-25,64,1.010158658027649
Central African Republic,,2021-04-26,141,1.0087182521820068
Central African Republic,,2021-04-27,206,1.0070304870605469
Central African Republic,,2021-04-28,14,1.0060393810272217
Central African Republic,,2021-04-29,12,1.0040053129196167
Central African Republic,,2021-04-30,56,1.002883791923523
Central African Republic,,2021-05-01,8,1.0014803409576416
Central African Republic,,2021-05-02,65,1.000328540802002
Central African Republic,,2021-05-03,141,0.9985846281051636
Canada,,2021-04-19,0,1.1024799346923828
Canada,,2021-04-20,6993,1.101283073425293
Canada,,2021-04-21,7876,1.0997594594955444
Canada,,2021-04-22,7516,1.087261438369751
Canada,,2021-04-23,5462,1.07578706741333
Canada,,2021-04-24,4690,1.066273808479309
Canada,,2021-04-25,3766,1.0584852695465088
Canada,,2021-04-26,0,1.053408980369568
Canada,,2021-04-27,3091,1.0459182262420654
Canada,,2021-04-28,4012,1.038908839225769
Canada,,2021-04-29,3814,1.0336540937423706
Canada,,2021-04-30,2030,1.028783917427063
Canada,,2021-05-01,1585,1.0250133275985718
Canada,,2021-05-02,971,1.021351337432861
Canada,,2021-05-03,0,1.018279790878296
Switzerland,,2021-04-19,0,1.0641193389892578
Switzerland,,2021-04-20,1900,1.0634163618087769
Switzerland,,2021-04-21,2238,1.0625324249267578
Switzerland,,2021-04-22,1776,1.0523442029953003
Switzerland,,2021-04-23,1704,1.0433580875396729
Switzerland,,2021-04-24,0,1.0355756282806396
Switzerland,,2021-04-25,0,1.029755473136902
Switzerland,,2021-04-26,0,1.026302695274353
Switzerland,,2021-04-27,1205,1.0220351219177246
Switzerland,,2021-04-28,1554,1.0179659128189087
Switzerland,,2021-04-29,1125,1.0153027772903442
Switzerland,,2021-04-30,1101,1.0128600597381592
Switzerland,,2021-05-01,0,1.0109823942184448
Switzerland,,2021-05-02,0,1.0090036392211914
Switzerland,,2021-05-03,0,1.0074676275253296
Chile,,2021-04-19,0,1.3732430934906006
Chile,,2021-04-20,4463,1.370901346206665
Chile,,2021-04-21,3958,1.3690012693405151
Chile,,2021-04-22,5722,1.360974907875061
Chile,,2021-04-23,5705,1.3534297943115234
Chile,,2021-04-24,6016,1.3464746475219729
Chile,,2021-04-25,5171,1.340471863746643
Chile,,2021-04-26,0,1.335955262184143
Chile,,2021-04-27,1661,1.3296443223953247
Chile,,2021-04-28,1116,1.3229939937591553
Chile,,2021-04-29,3144,1.3171371221542358
Chile,,2021-04-30,3208,1.3109722137451172
Chile,,2021-05-01,3646,1.3046064376831057
Chile,,2021-05-02,2938,1.297739028930664
Chile,,2021-05-03,0,1.2907119989395142
China,,2021-04-19,9,0.9910258650779724
China,,2021-04-20,25,0.9902992248535156
China,,2021-04-21,19,0.9899495840072632
China,,2021-04-22,25,0.9897964596748352
China,,2021-04-23,45,0.9892916679382324
China,,2021-04-24,32,0.9894433617591858
China,,2021-04-25,21,0.9888094663619996
China,,2021-04-26,7,0.987783670425415
China,,2021-04-27,23,0.9870007634162904
China,,2021-04-28,17,0.986338198184967
China,,2021-04-29,23,0.9856024980545044
China,,2021-04-30,43,0.9850234985351562
China,,2021-05-01,30,0.9844946265220642
China,,2021-05-02,19,0.984098732471466
China,,2021-05-03,5,0.9837506413459778
Cote d'Ivoire,,2021-04-19,0,0.9455243945121764
Cote d'Ivoire,,2021-04-20,19,0.9426770210266112
Cote d'Ivoire,,2021-04-21,105,0.9427979588508606
Cote d'Ivoire,,2021-04-22,39,0.9432230591773988
Cote d'Ivoire,,2021-04-23,14,0.9448238611221312
Cote d'Ivoire,,2021-04-24,31,0.9456862211227416
Cote d'Ivoire,,2021-04-25,28,0.9468833208084106
Cote d'Ivoire,,2021-04-26,0,0.9474762082099916
Cote d'Ivoire,,2021-04-27,7,0.9486398100852966
Cote d'Ivoire,,2021-04-28,93,0.9495195150375366
Cote d'Ivoire,,2021-04-29,28,0.9509031176567078
Cote d'Ivoire,,2021-04-30,4,0.9520383477211
Cote d'Ivoire,,2021-05-01,22,0.9537205696105956
Cote d'Ivoire,,2021-05-02,19,0.9552040696144104
Cote d'Ivoire,,2021-05-03,0,0.9569423198699952
Cameroon,,2021-04-19,0,0.9769554734230042
Cameroon,,2021-04-20,0,0.97389817237854
Cameroon,,2021-04-21,0,0.9735500812530518
Cameroon,,2021-04-22,0,0.9749581217765808
Cameroon,,2021-04-23,0,0.9748934507369996
Cameroon,,2021-04-24,3002,0.9749458432197572
Cameroon,,2021-04-25,0,0.9751036167144777
Cameroon,,2021-04-26,0,0.9727867245674132
Cameroon,,2021-04-27,0,0.9725598692893982
Cameroon,,2021-04-28,0,0.9713418483734132
Cameroon,,2021-04-29,0,0.9714133739471436
Cameroon,,2021-04-30,0,0.971010148525238
Cameroon,,2021-05-01,2918,0.9713985919952391
Cameroon,,2021-05-02,0,0.9706820845603944
Cameroon,,2021-05-03,0,0.9707173705101012
Democratic Republic of Congo,,2021-04-19,0,0.9758567810058594
Democratic Republic of Congo,,2021-04-20,114,0.9795870780944824
Democratic Republic of Congo,,2021-04-21,41,0.9798198342323304
Democratic Republic of Congo,,2021-04-22,47,0.980356514453888
Democratic Republic of Congo,,2021-04-23,81,0.9787669777870178
Democratic Republic of Congo,,2021-04-24,27,0.9785066246986388
Democratic Republic of Congo,,2021-04-25,54,0.9782317876815796
Democratic Republic of Congo,,2021-04-26,0,0.9781785607337952
Democratic Republic of Congo,,2021-04-27,106,0.9781615734100342
Democratic Republic of Congo,,2021-04-28,33,0.9781600832939148
Democratic Republic of Congo,,2021-04-29,39,0.9781880378723145
Democratic Republic of Congo,,2021-04-30,73,0.9782379865646362
Democratic Republic of Congo,,2021-05-01,20,0.9785488843917848
Democratic Republic of Congo,,2021-05-02,47,0.9788938760757446
Democratic Republic of Congo,,2021-05-03,0,0.979336678981781
Congo,,2021-04-19,0,0.992223024368286
Congo,,2021-04-20,0,0.9905028939247132
Congo,,2021-04-21,0,0.9891261458396912
Congo,,2021-04-22,0,0.9903715252876282
Congo,,2021-04-23,0,0.9910174012184144
Congo,,2021-04-24,0,0.990816593170166
Congo,,2021-04-25,0,0.9915595054626464
Congo,,2021-04-26,0,0.9921101331710817
Congo,,2021-04-27,0,0.992986261844635
Congo,,2021-04-28,0,0.9922153949737548
Congo,,2021-04-29,0,0.9920591115951538
Congo,,2021-04-30,0,0.9910558462142944
Congo,,2021-05-01,0,0.9894191026687622
Congo,,2021-05-02,0,0.9884708523750304
Congo,,2021-05-03,0,0.9871230125427246
Colombia,,2021-04-19,29032,1.0383409261703491
Colombia,,2021-04-20,17783,1.037736177444458
